0,1,2
cut,arm,off
arm,off,<\s>
<s>,i,cut
i,cut,hand
cut,hand,off
hand,off,<\s>
<s>,i,cut
i,cut,i
cut,i,cut
i,cut,eyes
cut,eyes,off
eyes,off,<\s>
<s>,i,cut
i,cut,ear
cut,ear,off
ear,off,<\s>
<s>,no,<\s>
<s>,xxx,<\s>
<s>,a,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,lie,there
lie,there,<\s>
<s>,xxx,<\s>
<s>,give,that
give,that,lady
that,lady,<\s>
<s>,some,xxx
some,xxx,<\s>
<s>,some,letter
some,letter,<\s>
<s>,yeah,<\s>
<s>,drink,it
drink,it,up
it,up,<\s>
<s>,can't,walk
can't,walk,<\s>
<s>,mummy,got
mummy,got,one
got,one,<\s>
<s>,mummy,got
mummy,got,a
got,a,car
a,car,<\s>
<s>,i,have
i,have,got
have,got,postman_pat
got,postman_pat,van
postman_pat,van,<\s>
<s>,i,can
i,can,<\s>
<s>,xxx,<\s>
<s>,in,there
in,there,<\s>
<s>,i,go
i,go,climb
go,climb,<\s>
<s>,i,go
i,go,grr
go,grr,<\s>
<s>,mummy,off
mummy,off,<\s>
<s>,grr,<\s>
<s>,i,have
i,have,put
have,put,it
put,it,on
it,on,there
on,there,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,no,<\s>
<s>,put,that
put,that,man
that,man,<\s>
<s>,that,on
that,on,there
on,there,<\s>
<s>,that,fit
that,fit,on
fit,on,one
on,one,on
one,on,there
on,there,<\s>
<s>,little,one
little,one,go
one,go,on
go,on,there
on,there,<\s>
<s>,it,a
it,a,it
a,it,not
it,not,work
not,work,<\s>
<s>,jump,off
jump,off,<\s>
<s>,that,a
that,a,monster
a,monster,<\s>
<s>,it,too
it,too,big
too,big,<\s>
<s>,i,want
i,want,put
want,put,some
put,some,more
some,more,on
more,on,there
on,there,<\s>
<s>,a,house
a,house,<\s>
<s>,get,some
get,some,more
some,more,now
more,now,<\s>
<s>,get,some
get,some,more
some,more,on
more,on,there
on,there,<\s>
<s>,i,go
i,go,get
go,get,some
get,some,more
some,more,<\s>
<s>,sit,on
sit,on,there
on,there,<\s>
<s>,stick,it
stick,it,on
it,on,<\s>
<s>,i,put
i,put,a
put,a,xxx
a,xxx,on
xxx,on,there
on,there,<\s>
<s>,i,stick
i,stick,it
stick,it,i
it,i,stick
i,stick,it
stick,it,<\s>
<s>,i,stick
i,stick,that
stick,that,on
that,on,the
on,the,top
the,top,<\s>
<s>,top,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,xxx,<\s>
<s>,a,lady
a,lady,<\s>
<s>,this,mine
this,mine,<\s>
<s>,this,lady
this,lady,go
lady,go,home
go,home,now
home,now,<\s>
<s>,i,made
i,made,that
made,that,<\s>
<s>,it,a
it,a,house
a,house,<\s>
<s>,and,more
and,more,go
more,go,on
go,on,there
on,there,<\s>
<s>,yeah,<\s>
<s>,this,is
this,is,train
is,train,<\s>
<s>,choo_choo,<\s>
<s>,xxx,<\s>
<s>,put,on
put,on,that
on,that,<\s>
<s>,what,that
what,that,<\s>
<s>,what,this
what,this,<\s>
<s>,put,it
put,it,up
it,up,there
up,there,<\s>
<s>,put,it
put,it,on
it,on,there
on,there,<\s>
<s>,put,it
put,it,on
it,on,there
on,there,<\s>
<s>,yes,<\s>
<s>,i,got
i,got,top
got,top,off
top,off,there
off,there,<\s>
<s>,i,just
i,just,drink
just,drink,it
drink,it,up
it,up,<\s>
<s>,that,hot
that,hot,<\s>
<s>,i,can't
i,can't,eat
can't,eat,it
eat,it,<\s>
<s>,i,can't
i,can't,<\s>
<s>,i,want
i,want,<\s>
<s>,i,want
i,want,send
want,send,my
send,my,digger
my,digger,through
digger,through,there
through,there,<\s>
<s>,i,want
i,want,do
want,do,tunnel
do,tunnel,<\s>
<s>,i,get
i,get,another
get,another,one
another,one,<\s>
<s>,i,get
i,get,a
get,a,cow
a,cow,<\s>
<s>,back,<\s>
<s>,i,better
i,better,put
better,put,a
put,a,roof
a,roof,on
roof,on,there
on,there,<\s>
<s>,a,roof
a,roof,on
roof,on,there
on,there,<\s>
<s>,want,put
want,put,that
put,that,one
that,one,on
one,on,<\s>
<s>,i,get
i,get,<\s>
<s>,it,in
it,in,piece
in,piece,<\s>
<s>,get,that
get,that,bit
that,bit,<\s>
<s>,put,it
put,it,on
it,on,there
on,there,<\s>
<s>,xxx,<\s>
<s>,a,house
a,house,<\s>
<s>,yeah,<\s>
<s>,i,lick
i,lick,that
lick,that,bit
that,bit,<\s>
<s>,i,bring
i,bring,those
bring,those,toys
those,toys,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,i,buy
i,buy,some
buy,some,things
some,things,<\s>
<s>,i,buy
i,buy,some
buy,some,things
some,things,<\s>
<s>,um,i
um,i,buy
i,buy,that
buy,that,in
that,in,there
in,there,<\s>
<s>,what,that
what,that,<\s>
<s>,let,me
let,me,buy
me,buy,some
buy,some,those
some,those,<\s>
<s>,some,those
some,those,<\s>
<s>,want,my
want,my,purse
my,purse,<\s>
<s>,that,my
that,my,hat
my,hat,<\s>
<s>,it,my
it,my,hat
my,hat,<\s>
<s>,where,<\s>
<s>,it,mine
it,mine,<\s>
<s>,put,that
put,that,penguin
that,penguin,<\s>
<s>,put,that
put,that,in
that,in,<\s>
<s>,for,tea
for,tea,<\s>
<s>,xxx,<\s>
<s>,i,want
i,want,xxx
want,xxx,<\s>
<s>,some,beans
some,beans,<\s>
<s>,a,cake
a,cake,<\s>
<s>,a,pea
a,pea,<\s>
<s>,those,peas
those,peas,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,i,bought
i,bought,all
bought,all,those
all,those,<\s>
<s>,xxx,<\s>
<s>,eat,that
eat,that,<\s>
<s>,put,away
put,away,<\s>
<s>,eat,that
eat,that,<\s>
<s>,no,<\s>
<s>,yeah,<\s>
<s>,nicola,got
nicola,got,a
got,a,cat
a,cat,<\s>
<s>,a,dog
a,dog,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,dog,i
dog,i,give
i,give,a
give,a,bone
a,bone,<\s>
<s>,eat,up
eat,up,<\s>
<s>,xxx,<\s>
<s>,ten,<\s>
<s>,that,a
that,a,that
a,that,a
that,a,basket
a,basket,<\s>
<s>,yeah,<\s>
<s>,eat,those
eat,those,<\s>
<s>,i,want
i,want,those
want,those,<\s>
<s>,i,want
i,want,<\s>
<s>,i,get
i,get,those
get,those,out
those,out,<\s>
<s>,i,get
i,get,those
get,those,out
those,out,<\s>
<s>,can't,get
can't,get,out
get,out,<\s>
<s>,stuck,in
stuck,in,<\s>
<s>,get,get
get,get,some
get,some,milk
some,milk,in
milk,in,now
in,now,<\s>
<s>,can't,get
can't,get,that
get,that,milk
that,milk,out
milk,out,<\s>
<s>,can't,eat
can't,eat,those
eat,those,<\s>
<s>,can't,eat
can't,eat,those
eat,those,<\s>
<s>,where,where
where,where,my
where,my,hat
my,hat,<\s>
<s>,i,drop
i,drop,it
drop,it,off
it,off,<\s>
<s>,i,get
i,get,some
get,some,more
some,more,now
more,now,<\s>
<s>,i,go
i,go,shop
go,shop,and
shop,and,get
and,get,my
get,my,hat
my,hat,<\s>
<s>,buy,something
buy,something,<\s>
<s>,i,go
i,go,<\s>
<s>,i,have
i,have,got
have,got,a
got,a,dog
a,dog,<\s>
<s>,um,no
um,no,<\s>
<s>,i,i
i,i,have
i,have,got
have,got,a
got,a,duck
a,duck,<\s>
<s>,i,bring
i,bring,it
bring,it,that
it,that,meat
that,meat,<\s>
<s>,it,my
it,my,tea
my,tea,<\s>
<s>,i,have
i,have,been
have,been,shop
been,shop,<\s>
<s>,i,have
i,have,been
have,been,shop
been,shop,<\s>
<s>,shop,<\s>
<s>,a,hen
a,hen,<\s>
<s>,a,cow
a,cow,<\s>
<s>,these,<\s>
<s>,those,<\s>
<s>,the,hen
the,hen,<\s>
<s>,no,hen
no,hen,<\s>
<s>,yeah,<\s>
<s>,got,xxx
got,xxx,<\s>
<s>,yeah,<\s>
<s>,go,floor
go,floor,<\s>
<s>,hen,<\s>
<s>,eat,up
eat,up,<\s>
<s>,eat,this
eat,this,one
this,one,<\s>
<s>,eat,those
eat,those,<\s>
<s>,where,one
where,one,<\s>
<s>,it,got
it,got,one
got,one,<\s>
<s>,oh,yeah
oh,yeah,<\s>
<s>,where,the
where,the,big
the,big,hen
big,hen,<\s>
<s>,xxx,<\s>
<s>,fall,over
fall,over,<\s>
<s>,crying,<\s>
<s>,on,there
on,there,<\s>
<s>,on,there
on,there,<\s>
<s>,cluckcluck,<\s>
<s>,cluckcluck,<\s>
<s>,cluckcluck,<\s>
<s>,cluckcluck,<\s>
<s>,cluckcluck,<\s>
<s>,cluckcluck,<\s>
<s>,flap,<\s>
<s>,flap,<\s>
<s>,i,want
i,want,play
want,play,<\s>
<s>,i,bang
i,bang,my
bang,my,hen
my,hen,<\s>
<s>,all,fall
all,fall,over
fall,over,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,i,got
i,got,one
got,one,this
one,this,<\s>
<s>,i,got
i,got,xxx
got,xxx,that
xxx,that,<\s>
<s>,this,one
this,one,<\s>
<s>,this,one
this,one,not
one,not,<\s>
<s>,this,<\s>
<s>,this,one
this,one,go
one,go,on
go,on,<\s>
<s>,that,<\s>
<s>,this,one
this,one,go
one,go,on
go,on,my
on,my,hand
my,hand,<\s>
<s>,this,one
this,one,on
one,on,<\s>
<s>,those,stuck
those,stuck,<\s>
<s>,armband,<\s>
<s>,i,get
i,get,those
get,those,these
those,these,one
these,one,<\s>
<s>,xxx,that
xxx,that,<\s>
<s>,this,one
this,one,<\s>
<s>,oh,no
oh,no,<\s>
<s>,that,do
that,do,that
do,that,<\s>
<s>,that,on
that,on,<\s>
<s>,no,<\s>
<s>,those,go
those,go,on
go,on,<\s>
<s>,finish,<\s>
<s>,these,one
these,one,<\s>
<s>,what,that
what,that,<\s>
<s>,that,one
that,one,<\s>
<s>,a,<\s>
<s>,yellow,<\s>
<s>,want,yellow
want,yellow,<\s>
<s>,i,want
i,want,yellow
want,yellow,<\s>
<s>,i,playing
i,playing,<\s>
<s>,yeah,<\s>
<s>,xxx,<\s>
<s>,put,the
put,the,big
the,big,one
big,one,on
one,on,<\s>
<s>,a,doctor
a,doctor,<\s>
<s>,it,i
it,i,been
i,been,doctor
been,doctor,<\s>
<s>,doctor,<\s>
<s>,not,gone
not,gone,doctor
gone,doctor,last
doctor,last,week
last,week,<\s>
<s>,with,my
with,my,mummy
my,mummy,<\s>
<s>,in,my
in,my,hat
my,hat,<\s>
<s>,what,that
what,that,<\s>
<s>,bring,the
bring,the,toy
the,toy,<\s>
<s>,bring,the
bring,the,toy
the,toy,out
toy,out,out
out,out,the
out,the,car
the,car,<\s>
<s>,bring,toys
bring,toys,out
toys,out,the
out,the,car
the,car,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,where,it
where,it,<\s>
<s>,where,it
where,it,<\s>
<s>,where,panda
where,panda,car
panda,car,<\s>
<s>,honk,the
honk,the,horn
the,horn,<\s>
<s>,honk,the
honk,the,horn
the,horn,<\s>
<s>,no,<\s>
<s>,where,<\s>
<s>,want,have
want,have,a
have,a,drink
a,drink,<\s>
<s>,it,orange
it,orange,juice
orange,juice,<\s>
<s>,play,now
play,now,<\s>
<s>,play,now
play,now,<\s>
<s>,that,my
that,my,tractor
my,tractor,<\s>
<s>,that,that
that,that,lady's
that,lady's,<\s>
<s>,it,belong
it,belong,<\s>
<s>,xxx,<\s>
<s>,throw,it
throw,it,<\s>
<s>,i,want
i,want,throw
want,throw,that
throw,that,away
that,away,<\s>
<s>,throw,<\s>
<s>,i,got
i,got,that
got,that,<\s>
<s>,yeah,<\s>
<s>,can,get
can,get,it
get,it,out
it,out,<\s>
<s>,what,that
what,that,xxx
that,xxx,<\s>
<s>,lady,car
lady,car,<\s>
<s>,it,<\s>
<s>,i,hold
i,hold,it
hold,it,<\s>
<s>,that,there
that,there,<\s>
<s>,bite,<\s>
<s>,xxx,<\s>
<s>,i,go
i,go,on
go,on,<\s>
<s>,i,leave
i,leave,on
leave,on,<\s>
<s>,this,dinosaur
this,dinosaur,<\s>
<s>,dinosaur,<\s>
<s>,want,go
want,go,on
go,on,my
on,my,seesaw
my,seesaw,<\s>
<s>,this,dinosaur
this,dinosaur,<\s>
<s>,it,a
it,a,dinosaur
a,dinosaur,<\s>
<s>,i,can't
i,can't,<\s>
<s>,i,bang
i,bang,it
bang,it,<\s>
<s>,i,bang
i,bang,<\s>
<s>,that,went
that,went,bang
went,bang,<\s>
<s>,that,went
that,went,bang
went,bang,<\s>
<s>,it,went
it,went,bang
went,bang,<\s>
<s>,it,went
it,went,bang
went,bang,<\s>
<s>,it,went
it,went,it
went,it,went
it,went,bang
went,bang,<\s>
<s>,i,want
i,want,it
want,it,<\s>
<s>,leave,on
leave,on,there
on,there,<\s>
<s>,it,xxx
it,xxx,<\s>
<s>,i,go
i,go,xxx
go,xxx,<\s>
<s>,it,it
it,it,not
it,not,work
not,work,<\s>
<s>,there,<\s>
<s>,there,<\s>
<s>,leave,it
leave,it,on
it,on,there
on,there,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,he,stop
he,stop,<\s>
<s>,buy,some
buy,some,milk
some,milk,<\s>
<s>,oh,<\s>
<s>,it,come
it,come,out
come,out,<\s>
<s>,eat,this
eat,this,<\s>
<s>,go,on
go,on,knee
on,knee,<\s>
<s>,what,eat
what,eat,<\s>
<s>,xxx,<\s>
<s>,i,sit
i,sit,there
sit,there,<\s>
<s>,get,the
get,the,pear
the,pear,out
pear,out,<\s>
<s>,pear,<\s>
<s>,pear,<\s>
<s>,no,<\s>
<s>,i,have
i,have,got
have,got,that
got,that,<\s>
<s>,i,have
i,have,got
have,got,one
got,one,<\s>
<s>,i,got
i,got,<\s>
<s>,let,me
let,me,play
me,play,it
play,it,<\s>
<s>,let,me
let,me,play
me,play,it
play,it,<\s>
<s>,i,got
i,got,<\s>
<s>,no,<\s>
<s>,i,play
i,play,<\s>
<s>,yeah,<\s>
<s>,a,horse
a,horse,<\s>
<s>,put,it
put,it,on
it,on,there
on,there,<\s>
<s>,it,a
it,a,dinosaur
a,dinosaur,<\s>
<s>,i,can't
i,can't,move
can't,move,<\s>
<s>,no,<\s>
<s>,i,get
i,get,off
get,off,<\s>
<s>,where,where
where,where,my
where,my,little
my,little,man
little,man,<\s>
<s>,no,<\s>
<s>,bend,over
bend,over,<\s>
<s>,no,<\s>
<s>,out,there
out,there,<\s>
<s>,out,there
out,there,<\s>
<s>,i,go
i,go,outside
go,outside,<\s>
<s>,i,go
i,go,outside
go,outside,<\s>
<s>,no,<\s>
<s>,yeah,<\s>
<s>,see,becky
see,becky,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,i,pick
i,pick,nicola
pick,nicola,up
nicola,up,<\s>
<s>,louise,<\s>
<s>,louise,martin
louise,martin,<\s>
<s>,a,ghost
a,ghost,<\s>
<s>,build,tower
build,tower,<\s>
<s>,build,a
build,a,house
a,house,<\s>
<s>,yeah,<\s>
<s>,i,can
i,can,<\s>
<s>,that,a
that,a,clown
a,clown,trick
clown,trick,<\s>
<s>,xxx,<\s>
<s>,no,tricks
no,tricks,<\s>
<s>,a,balloon
a,balloon,<\s>
<s>,i,can
i,can,do
can,do,a
do,a,trick
a,trick,<\s>
<s>,is,there
is,there,enough
there,enough,room
enough,room,in
room,in,that
in,that,garage
that,garage,<\s>
<s>,there,<\s>
<s>,there,<\s>
<s>,i,bring
i,bring,a
bring,a,dump
a,dump,truck
dump,truck,<\s>
<s>,there,i
there,i,get
i,get,enough
get,enough,room
enough,room,for
room,for,it
for,it,<\s>
<s>,no,<\s>
<s>,some,sand
some,sand,<\s>
<s>,there,some
there,some,out
some,out,there
out,there,<\s>
<s>,let,me
let,me,get
me,get,a
get,a,digger
a,digger,on
digger,on,that
on,that,<\s>
<s>,yeah,<\s>
<s>,there,<\s>
<s>,whoops,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,i,have
i,have,got
have,got,one
got,one,there
one,there,<\s>
<s>,neenaw,<\s>
<s>,neenaw,neenaw
neenaw,neenaw,<\s>
<s>,crash,<\s>
<s>,no,<\s>
<s>,want,crash
want,crash,that
crash,that,car
that,car,now
car,now,<\s>
<s>,crash,<\s>
<s>,crash,<\s>
<s>,oh,dear
oh,dear,dear
dear,dear,<\s>
<s>,a,play
a,play,<\s>
<s>,play,<\s>
<s>,in,there
in,there,<\s>
<s>,search,light
search,light,on
light,on,there
on,there,<\s>
<s>,xxx,<\s>
<s>,can't,<\s>
<s>,a,police
a,police,van
police,van,<\s>
<s>,got,that
got,that,got
that,got,lights
got,lights,<\s>
<s>,neenaw,neenaw
neenaw,neenaw,<\s>
<s>,more,toys
more,toys,<\s>
<s>,play,my
play,my,train
my,train,again
train,again,<\s>
<s>,my,hammer
my,hammer,<\s>
<s>,my,hammer
my,hammer,<\s>
<s>,got,a
got,a,hammer
a,hammer,<\s>
<s>,hammer,<\s>
<s>,let,me
let,me,put
me,put,that
put,that,on
that,on,<\s>
<s>,that,a
that,a,king
a,king,<\s>
<s>,xxx,<\s>
<s>,i,put
i,put,it
put,it,<\s>
<s>,xxx,<\s>
<s>,this,dirty
this,dirty,<\s>
<s>,this,dirty
this,dirty,<\s>
<s>,this,<\s>
<s>,this,is
this,is,dirty
is,dirty,<\s>
<s>,i,bang
i,bang,it
bang,it,out
it,out,there
out,there,<\s>
<s>,i,lost
i,lost,it
lost,it,<\s>
<s>,toys,in
toys,in,the
in,the,car
the,car,<\s>
<s>,there,<\s>
<s>,xxx,<\s>
<s>,in,here
in,here,<\s>
<s>,i,play
i,play,my
play,my,dinosaur
my,dinosaur,<\s>
<s>,let,me
let,me,have
me,have,some
have,some,raisin
some,raisin,<\s>
<s>,i,have
i,have,got
have,got,i
got,i,have
i,have,got
have,got,raisin
got,raisin,<\s>
<s>,a,dinosaur
a,dinosaur,<\s>
<s>,yeah,<\s>
<s>,this,go
this,go,<\s>
<s>,go,get
go,get,one
get,one,<\s>
<s>,yeah,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,all_gone,<\s>
<s>,in,postbox
in,postbox,<\s>
<s>,play,in
play,in,the
in,the,postbox
the,postbox,<\s>
<s>,jess,<\s>
<s>,pussycat,<\s>
<s>,let,me
let,me,<\s>
<s>,i,make
i,make,a
make,a,tower
a,tower,<\s>
<s>,no,<\s>
<s>,make,a
make,a,xxx
a,xxx,<\s>
<s>,i,go
i,go,<\s>
<s>,make,a
make,a,a
a,a,xxx
a,xxx,<\s>
<s>,a,xxx
a,xxx,<\s>
<s>,tractor,run
tractor,run,over
run,over,<\s>
<s>,turn,over
turn,over,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,last,one
last,one,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,hammer,<\s>
<s>,i,get
i,get,my
get,my,tower
my,tower,<\s>
<s>,hammer,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,let,me
let,me,buy
me,buy,one
buy,one,<\s>
<s>,let,me
let,me,get
me,get,<\s>
<s>,let,me
let,me,<\s>
<s>,i,go
i,go,<\s>
<s>,a,hammer
a,hammer,<\s>
<s>,i,am
i,am,making
am,making,a
making,a,phone
a,phone,<\s>
<s>,phone,on
phone,on,it
on,it,<\s>
<s>,let,me
let,me,put
me,put,that
put,that,on
that,on,there
on,there,<\s>
<s>,let,me
let,me,put
me,put,that
put,that,on
that,on,it
on,it,<\s>
<s>,let,me
let,me,<\s>
<s>,no,<\s>
<s>,i,have
i,have,make
have,make,a
make,a,tunnel
a,tunnel,<\s>
<s>,i,have
i,have,make
have,make,a
make,a,tunnel
a,tunnel,<\s>
<s>,xxx,<\s>
<s>,i,must
i,must,get
must,get,down
get,down,<\s>
<s>,put,that
put,that,door
that,door,there
door,there,<\s>
<s>,no,sandwich
no,sandwich,for
sandwich,for,tea
for,tea,now
tea,now,<\s>
<s>,where,my
where,my,table
my,table,gone
table,gone,<\s>
<s>,my,table
my,table,<\s>
<s>,want,put
want,put,on
put,on,<\s>
<s>,this,<\s>
<s>,no,no
no,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,no
no,no,<\s>
<s>,no,no
no,no,<\s>
<s>,no,<\s>
<s>,put,it
put,it,away
it,away,<\s>
<s>,that,away
that,away,<\s>
<s>,no,<\s>
<s>,put,away
put,away,<\s>
<s>,no,<\s>
<s>,gone,<\s>
<s>,gone,in
gone,in,my
in,my,box
my,box,<\s>
<s>,get,out
get,out,again
out,again,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,mummy,no
mummy,no,no
no,no,<\s>
<s>,syrup,<\s>
<s>,i,want
i,want,a
want,a,book
a,book,<\s>
<s>,a,story
a,story,<\s>
<s>,no,<\s>
<s>,three,bear
three,bear,<\s>
<s>,again,<\s>
<s>,that,<\s>
<s>,that,<\s>
<s>,that,<\s>
<s>,i,have
i,have,get
have,get,three
get,three,bear
three,bear,story
bear,story,<\s>
<s>,yeah,<\s>
<s>,i,go
i,go,in
go,in,bed
in,bed,<\s>
<s>,i,get
i,get,three
get,three,bear
three,bear,<\s>
<s>,i,get
i,get,three
get,three,bear
three,bear,<\s>
<s>,i,get
i,get,three
get,three,bear
three,bear,<\s>
<s>,lady,there
lady,there,<\s>
<s>,i,go
i,go,now
go,now,<\s>
<s>,i,go
i,go,not
go,not,there
not,there,<\s>
<s>,not,there
not,there,<\s>
<s>,no,<\s>
<s>,not,there
not,there,<\s>
<s>,the,lady
the,lady,not
lady,not,there
not,there,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,don't,put
don't,put,it
put,it,on
it,on,my
on,my,hand
my,hand,<\s>
<s>,put,it
put,it,on
it,on,my
on,my,hand
my,hand,<\s>
<s>,no,no
no,no,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,it,three
it,three,bear
three,bear,house
bear,house,<\s>
<s>,swing,<\s>
<s>,it,a
it,a,forest
a,forest,<\s>
<s>,eat,up
eat,up,<\s>
<s>,must,hurt
must,hurt,knee
hurt,knee,<\s>
<s>,yeah,<\s>
<s>,one,two
one,two,three
two,three,four
three,four,<\s>
<s>,who's,that
who's,that,<\s>
<s>,one,<\s>
<s>,two,<\s>
<s>,three,<\s>
<s>,up,there
up,there,<\s>
<s>,there,three
there,three,bears
three,bears,<\s>
<s>,tick,tick
tick,tick,tick
tick,tick,<\s>
<s>,tick,tick
tick,tick,tick
tick,tick,<\s>
<s>,the,mouse
the,mouse,ran
mouse,ran,up
ran,up,<\s>
<s>,ran,down
ran,down,<\s>
<s>,tick,tick
tick,tick,<\s>
<s>,gone,that
gone,that,tick
that,tick,<\s>
<s>,six,<\s>
<s>,broke,bit
broke,bit,<\s>
<s>,it,the
it,the,three
the,three,bear
three,bear,<\s>
<s>,no,<\s>
<s>,go,play
go,play,seesaw
play,seesaw,<\s>
<s>,it,mine
it,mine,<\s>
<s>,it,got
it,got,<\s>
<s>,i,have
i,have,got
have,got,balloon
got,balloon,there
balloon,there,<\s>
<s>,there,<\s>
<s>,i,have
i,have,got
have,got,balloon
got,balloon,there
balloon,there,<\s>
<s>,mummy,<\s>
<s>,there,<\s>
<s>,xxx,<\s>
<s>,other,one
other,one,<\s>
<s>,burst,<\s>
<s>,burst,<\s>
<s>,balloon,burst
balloon,burst,<\s>
<s>,other,one
other,one,burst
one,burst,<\s>
<s>,it,burst
it,burst,<\s>
<s>,blow,that
blow,that,one
that,one,up
one,up,<\s>
<s>,it,got
it,got,a
got,a,knot
a,knot,in
knot,in,<\s>
<s>,it,not
it,not,got
not,got,a
got,a,knot
a,knot,in
knot,in,<\s>
<s>,it,not
it,not,not
not,not,got
not,got,a
got,a,knot
a,knot,in
knot,in,<\s>
<s>,i,go
i,go,turn
go,turn,that
turn,that,headlight
that,headlight,off
headlight,off,<\s>
<s>,let,me
let,me,pull
me,pull,it
pull,it,off
it,off,mummy
off,mummy,<\s>
<s>,let,me
let,me,pull
me,pull,it
pull,it,off
it,off,mummy
off,mummy,<\s>
<s>,i,hit
i,hit,it
hit,it,<\s>
<s>,with,this
with,this,balloon
this,balloon,<\s>
<s>,blow,up
blow,up,again
up,again,<\s>
<s>,please,<\s>
<s>,a,that
a,that,last
that,last,one
last,one,<\s>
<s>,that,last
that,last,that
last,that,last
that,last,one
last,one,<\s>
<s>,that,last
that,last,one
last,one,<\s>
<s>,it,fly
it,fly,out
fly,out,there
out,there,<\s>
<s>,xxx,<\s>
<s>,blow,it
blow,it,up
it,up,again
up,again,<\s>
<s>,yeah,<\s>
<s>,i,hit
i,hit,it
hit,it,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,blow,it
blow,it,up
it,up,<\s>
<s>,for,me
for,me,<\s>
<s>,i,go
i,go,blow
go,blow,this
blow,this,one
this,one,up
one,up,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,bang,<\s>
<s>,i,bang
i,bang,that
bang,that,<\s>
<s>,let,me
let,me,bang
me,bang,it
bang,it,<\s>
<s>,i,want
i,want,bang
want,bang,it
bang,it,<\s>
<s>,a,<\s>
<s>,that,last
that,last,one
last,one,<\s>
<s>,i,go
i,go,<\s>
<s>,it,got
it,got,a
got,a,knot
a,knot,in
knot,in,<\s>
<s>,blow,it
blow,it,up
it,up,<\s>
<s>,yeah,<\s>
<s>,again,<\s>
<s>,let,me
let,me,<\s>
<s>,let,me
let,me,go
me,go,hit
go,hit,it
hit,it,<\s>
<s>,let,me
let,me,go
me,go,hit
go,hit,it
hit,it,<\s>
<s>,it,not
it,not,burst
not,burst,no
burst,no,<\s>
<s>,one,<\s>
<s>,two,<\s>
<s>,the,mice
the,mice,run
mice,run,away
run,away,<\s>
<s>,run,<\s>
<s>,run,<\s>
<s>,let,me
let,me,blow
me,blow,mummy
blow,mummy,<\s>
<s>,it,not
it,not,burst
not,burst,<\s>
<s>,who's,that
who's,that,sat
that,sat,on
sat,on,the
on,the,tree
the,tree,<\s>
<s>,my,balloon
my,balloon,<\s>
<s>,i,get
i,get,up
get,up,<\s>
<s>,i,want
i,want,touch
want,touch,the
touch,the,angel
the,angel,<\s>
<s>,let,me
let,me,<\s>
<s>,let,me
let,me,touch
me,touch,the
touch,the,angel
the,angel,<\s>
<s>,the,angel
the,angel,came
angel,came,<\s>
<s>,the,baby
the,baby,<\s>
<s>,with,a
with,a,baby
a,baby,<\s>
<s>,let,me
let,me,<\s>
<s>,i,got
i,got,that
got,that,<\s>
<s>,i,got
i,got,that
got,that,<\s>
<s>,yeah,<\s>
<s>,that,a
that,a,little
a,little,horse
little,horse,<\s>
<s>,i,put
i,put,it
put,it,back
it,back,on
back,on,<\s>
<s>,i,hit
i,hit,it
hit,it,off
it,off,<\s>
<s>,i,hit
i,hit,it
hit,it,off
it,off,again
off,again,<\s>
<s>,hit,it
hit,it,off
it,off,<\s>
<s>,no,<\s>
<s>,no,<\s>
<s>,that,out
that,out,<\s>
<s>,xxx,<\s>
<s>,sit,on
sit,on,my
on,my,table
my,table,<\s>
<s>,my,table
my,table,<\s>
<s>,throw,<\s>
<s>,yeah,<\s>
<s>,i,throw
i,throw,it
throw,it,all
it,all,out
all,out,<\s>
<s>,yeah,<\s>
<s>,got,all
got,all,this
all,this,food
this,food,<\s>
<s>,thanks,<\s>
<s>,pull,hair
